system,method,method_label,sparse_factor,noise,seed,observation_sha256,n_observed,obs_dt,observed_t_end,pod_rank,upsample,practical_score,support_f1,coef_error,threshold,exact_support,weak_truth_residual,weak_fit_residual,weak_rows,library_columns,state_error,n_state_samples,status,wall_seconds,tv_lambda,tv_cv_mse,tv_grid_edge,tv_grid_lower,tv_grid_upper,tv_cv_folds,tv_cv_spatial_points,tv_final_primal_objective,tv_final_dual_objective,tv_final_primal_dual_gap,tv_final_relative_primal_dual_gap,tv_final_max_relative_gap,tv_final_kkt_stationarity_max,tv_final_kkt_complementarity_gap,tv_final_kkt_subgradient_prox_max,tv_final_masked_dual_stationarity_max,tv_final_dual_box_violation,tv_final_dual_scale_min,tv_final_converged,tv_final_iterations,tv_final_rho,tv_final_tolerance,tv_final_method,tv_final_elapsed_seconds,tv_final_n_observed,tv_final_n_times,tv_final_n_channels,tv_final_objective
burgers,raw_weak,Raw + weak,8,0.05,1,584f08607bb610d8b924f30c838808025831b719584dac2f62d78952eed5f5ab,49,0.04,1.92,0,1,0.9973067324966544,1.0,0.0027005407820755965,0.01,1,0.03635131061706448,0.03595797635529112,112,8,0.050363252731143705,49,ok,0.03161231699778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,tv_weak,TV states + weak,8,0.05,1,584f08607bb610d8b924f30c838808025831b719584dac2f62d78952eed5f5ab,49,0.04,1.92,0,1,0.9974684518020767,1.0,0.0025379731994027333,0.01,1,0.03380825867150644,0.03339230268699793,112,8,0.020709860793982036,49,ok,0.8918635599984555,0.1,0.0036340439729792666,0.0,0.0,0.0,3.0,8.0,"[0.053581471391990564, 0.041456755605299635, 0.059906091278920964, 0.051077866003951485, 0.05030889259290092, 0.06153605864215862, 0.04945420293312408, 0.04152701607954605, 0.08330808062584716, 0.034335386060738694, 0.036271200370998076, 0.03717097914877439, 0.05150225298867345, 0.059594240835344786, 0.0610329263564895, 0.05539992025218982, 0.04436497989293386, 0.06324516510836282, 0.06692778974216235, 0.06081280891942388, 0.06241947899642044, 0.07682803144493512, 0.06449412100312854, 0.07538203079833403, 0.050896463009124863, 0.06061997422264373, 0.05678143138402858, 0.07214990524893278, 0.05140801246347804, 0.060055142986772996, 0.06822280962440126, 0.05547696085584705, 0.05618317121980854, 0.05904603858165058, 0.08025847879635782, 0.07632087253480609, 0.08305465426290232, 0.06322811368028868, 0.06342740767289877, 0.07569572746069128, 0.0690959348892922, 0.04742117919472058, 0.04970957815314021, 0.060451234693827544, 0.05382170267697308, 0.05093351227239906, 0.05512957247514233, 0.061488005789285406, 0.05926151564766491, 0.0549984233290643, 0.05034795464729847, 0.07756069850066523, 0.041351347145218514, 0.06159891527030188, 0.06502922463945905, 0.04191830650741781, 0.05913870672052747, 0.049631028191845325, 0.05446507699138067, 0.04158906913436439, 0.0700334311644844, 0.04903059723675426, 0.06668329442016185, 0.04578907692222908]","[0.05358112374280584, 0.04145675560509055, 0.05990608653437819, 0.05107786470593316, 0.05030753458391958, 0.06153605864215231, 0.04945420292992468, 0.04152692222147538, 0.08330808062584621, 0.03433420866725455, 0.03627030848361084, 0.03717097890589984, 0.05150219355950015, 0.059588745912612116, 0.061032925650942774, 0.05539978991964972, 0.044364979892933275, 0.06324516510829832, 0.06692774348125648, 0.060812808919423374, 0.06241947899641937, 0.07682802284010588, 0.06449412100310663, 0.07538203079833136, 0.050896463009122324, 0.06061997422197627, 0.05678143138402571, 0.07214990524886152, 0.05140801245828353, 0.06005158617125069, 0.06822280829501642, 0.055476960855846795, 0.056182834267594836, 0.059046038581649044, 0.08025843737128029, 0.07632087240288447, 0.08305422035988659, 0.06322811368028614, 0.06342740767289598, 0.07569570318704065, 0.06909593488928942, 0.047421179194717694, 0.049709577618655854, 0.060451234693826815, 0.053821702676966815, 0.05093218639024043, 0.05512957247514144, 0.0614877911468088, 0.059258976091921545, 0.054998423321536496, 0.050347854939004406, 0.07756069849304674, 0.041351340507089704, 0.06159891053656262, 0.06502030132756711, 0.04191830197961155, 0.059138706720526873, 0.04963100481376551, 0.05446014653829742, 0.04158906442846462, 0.07003343116448332, 0.049029574240394884, 0.06668329442014448, 0.045789070217368756]","[3.476491847245744e-07, 2.090827511125326e-13, 4.744542772550098e-09, 1.2980183247690569e-09, 1.3580089813364227e-06, 6.314393452555578e-15, 3.1993990790013527e-12, 9.385807066969454e-08, 9.43689570931383e-16, 1.1773934841460831e-06, 8.918873872360011e-07, 2.4287454686300336e-10, 5.942917329776476e-08, 5.494922732669771e-06, 7.055467252103931e-10, 1.3033254010058615e-07, 5.828670879282072e-16, 6.45039577307216e-14, 4.626090586989928e-08, 5.065392549852277e-16, 1.0685896612017132e-15, 8.604829238034739e-09, 2.1913026948539027e-14, 2.6645352591003757e-15, 2.5396351688300456e-15, 6.674591435107402e-13, 2.8727020762175925e-15, 7.126244039312724e-14, 5.1945045487222785e-12, 3.5568155223042464e-06, 1.329384838322234e-09, 2.5673907444456745e-16, 3.3695221370727557e-07, 1.5334955527634975e-15, 4.142507753490676e-08, 1.3192161252284507e-10, 4.339030157257673e-07, 2.5396351688300456e-15, 2.789435349370706e-15, 2.4273650631179144e-08, 2.7755575615628914e-15, 2.886579864025407e-15, 5.344843595489479e-10, 7.28583859910259e-16, 6.265821195228227e-15, 1.3258821586342728e-06, 8.881784197001252e-16, 2.1464247660502034e-07, 2.5395557433638416e-06, 7.527804768425739e-12, 9.970829406569237e-08, 7.618489172855902e-12, 6.63812881052106e-09, 4.733739261686409e-09, 8.923311891936847e-06, 4.527806261866996e-09, 5.967448757360216e-16, 2.3378079812286234e-08, 4.930453083251685e-06, 4.7058997670879066e-09, 1.0824674490095276e-15, 1.0229963593733071e-06, 1.73749903353837e-14, 6.7048603266672835e-09]","[3.476491847245744e-07, 2.090827511125326e-13, 4.744542772550098e-09, 1.2980183247690569e-09, 1.3580089813364227e-06, 6.314393452555578e-15, 3.1993990790013527e-12, 9.385807066969454e-08, 9.43689570931383e-16, 1.1773934841460831e-06, 8.918873872360011e-07, 2.4287454686300336e-10, 5.942917329776476e-08, 5.494922732669771e-06, 7.055467252103931e-10, 1.3033254010058615e-07, 5.828670879282072e-16, 6.45039577307216e-14, 4.626090586989928e-08, 5.065392549852277e-16, 1.0685896612017132e-15, 8.604829238034739e-09, 2.1913026948539027e-14, 2.6645352591003757e-15, 2.5396351688300456e-15, 6.674591435107402e-13, 2.8727020762175925e-15, 7.126244039312724e-14, 5.1945045487222785e-12, 3.5568155223042464e-06, 1.329384838322234e-09, 2.5673907444456745e-16, 3.3695221370727557e-07, 1.5334955527634975e-15, 4.142507753490676e-08, 1.3192161252284507e-10, 4.339030157257673e-07, 2.5396351688300456e-15, 2.789435349370706e-15, 2.4273650631179144e-08, 2.7755575615628914e-15, 2.886579864025407e-15, 5.344843595489479e-10, 7.28583859910259e-16, 6.265821195228227e-15, 1.3258821586342728e-06, 8.881784197001252e-16, 2.1464247660502034e-07, 2.5395557433638416e-06, 7.527804768425739e-12, 9.970829406569237e-08, 7.618489172855902e-12, 6.63812881052106e-09, 4.733739261686409e-09, 8.923311891936847e-06, 4.527806261866996e-09, 5.967448757360216e-16, 2.3378079812286234e-08, 4.930453083251685e-06, 4.7058997670879066e-09, 1.0824674490095276e-15, 1.0229963593733071e-06, 1.73749903353837e-14, 6.7048603266672835e-09]",8.923311891936847e-06,1.1478403368903045e-06,"[3.4764918333853034e-07, 2.0907841430384266e-13, 4.7445427499986925e-09, 1.2980183265037804e-09, 1.358008972163205e-06, 6.312658729079601e-15, 3.1994224977682784e-12, 9.385807049969164e-08, 9.783840404509192e-16, 1.177393474072544e-06, 8.918873552919357e-07, 2.428745572713442e-10, 5.942917326480501e-08, 5.494922564212509e-06, 7.055467217409461e-10, 1.3033253994446103e-07, 5.984795992119984e-16, 6.451783551852941e-14, 4.626090558887408e-08, 5.39499001028787e-16, 1.0755285551056204e-15, 8.604829220687504e-09, 2.191649639549098e-14, 2.6575963651964685e-15, 2.536165721878092e-15, 6.674695518515961e-13, 2.8484159475539172e-15, 7.127631818093505e-14, 5.1945045487222785e-12, 3.5568154249480954e-06, 1.3293848591389157e-09, 2.706168622523819e-16, 3.369522037621059e-07, 1.573394192710964e-15, 4.142507731980105e-08, 1.3192163333952678e-10, 4.339029176687881e-07, 2.5222879340702775e-15, 2.8171909249863347e-15, 2.4273650412603986e-08, 2.8102520310824275e-15, 2.8831104170734534e-15, 5.344843474058836e-10, 7.355227538141662e-16, 6.25888230132432e-15, 1.3258821004377697e-06, 8.72565908416334e-16, 2.146424745771286e-07, 2.5395556682971526e-06, 7.527792625361407e-12, 9.970829381589219e-08, 7.618419783916863e-12, 6.638128817459954e-09, 4.7337392842378145e-09, 8.923311640827818e-06, 4.527806301765636e-09, 5.793976409762536e-16, 2.3378079697794485e-08, 4.930449526715543e-06, 4.705899767955268e-09, 1.07032438467769e-15, 1.0229963532462638e-06, 1.735937782409991e-14, 6.704860325799922e-09]",9.480617846391315e-06,0.0,0.0,0.9999914785515504,True,475.0,0.9800000000000001,1e-05,banded ADMM with dual certificate,0.1541985139992903,49.0,49.0,64.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,edmd_weak,EDMD + weak,8,0.05,2,af55f11961ba0c8b3aefed35e08de2cfa3d422193b9e56d981e217784732c44e,49,0.04,1.92,8,5,0.9985487378097868,1.0,0.0014533714131933825,0.01,1,0.033675185550236374,0.033637935706738516,112,8,0.031335124440573354,241,ok,0.07836057799795526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,linear_weak,Linear q5 + weak,8,0.05,2,af55f11961ba0c8b3aefed35e08de2cfa3d422193b9e56d981e217784732c44e,49,0.04,1.92,0,5,0.9983520808893186,1.0,0.0016506392306143494,0.01,1,0.030859215006467506,0.030814703756914766,112,8,0.04088099286287303,241,ok,0.028823212000133935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,pod_tv_weak,POD + TV states + weak,8,0.05,2,af55f11961ba0c8b3aefed35e08de2cfa3d422193b9e56d981e217784732c44e,49,0.04,1.92,8,1,0.9978591003183965,1.0,0.0021454929668130395,0.01,1,0.031044713618001096,0.03095338194825283,112,8,0.020409455083850534,49,ok,0.8259334190006484,0.1,0.0029351891891731246,0.0,0.0,0.0,3.0,64.0,"[0.07102158070882722, 0.08983456784571361, 0.07805802355834195, 0.08749103499801911, 0.11893155722529535, 0.14392160335278734, 0.2150548360775774, 0.1944552119777158]","[0.07102158070736059, 0.08982537021602723, 0.07805802223460791, 0.08749103499801827, 0.11893155718826467, 0.143921602740288, 0.21505483607734735, 0.1944552119777141]","[1.4666323711054474e-12, 9.19762968638882e-06, 1.3237340390492847e-09, 8.326672684688674e-16, 3.7030670196891435e-11, 6.124993290335112e-10, 2.3003821070233244e-13, 1.6930901125533637e-15]","[1.4666323711054474e-12, 9.19762968638882e-06, 1.3237340390492847e-09, 8.326672684688674e-16, 3.7030670196891435e-11, 6.124993290335112e-10, 2.3003821070233244e-13, 1.6930901125533637e-15]",9.19762968638882e-06,1.0439173161319593e-06,"[1.4666462488932552e-12, 9.197625562090694e-06, 1.3237339696603456e-09, 8.673617379884035e-16, 3.703066325799753e-11, 6.124992874001478e-10, 2.2998616899805313e-13, 1.6375789613221059e-15]",1.5351630949178574e-05,0.0,0.0,0.9999901578502953,True,200.0,0.9800000000000001,1e-05,banded ADMM with dual certificate,0.014371424000273691,49.0,49.0,8.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,pod_weak,POD only + weak,8,0.05,2,af55f11961ba0c8b3aefed35e08de2cfa3d422193b9e56d981e217784732c44e,49,0.04,1.92,8,1,0.9985302193600252,1.0,0.0014719440748791005,0.01,1,0.03337438170941262,0.0333365311265108,112,8,0.03010645645543045,49,ok,0.04204205299902242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,raw_weak,Raw + weak,8,0.05,2,af55f11961ba0c8b3aefed35e08de2cfa3d422193b9e56d981e217784732c44e,49,0.04,1.92,0,1,0.9983246826554488,1.0,0.0016781287427403279,0.01,1,0.030869475629530848,0.0308242274001284,112,8,0.04947593227917156,49,ok,0.029162031998566817,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,tv_weak,TV states + weak,8,0.05,2,af55f11961ba0c8b3aefed35e08de2cfa3d422193b9e56d981e217784732c44e,49,0.04,1.92,0,1,0.9980603941511772,1.0,0.0019433752307868785,0.01,1,0.027451117733725494,0.02737591183363401,112,8,0.020303525333935386,49,ok,1.1112045500012755,0.1,0.003211667363024591,0.0,0.0,0.0,3.0,8.0,"[0.06021701012966093, 0.05189149725265134, 0.05637441081536507, 0.07565957130179048, 0.05882557506296312, 0.053739240032435465, 0.04963558204520907, 0.04110736161501709, 0.05381316865419583, 0.0412411797484138, 0.054975243679215496, 0.05665448492536736, 0.07533257206418263, 0.03455122095276977, 0.05557530267909414, 0.06737564830685923, 0.05494732304548104, 0.04205085207669555, 0.0378780506917207, 0.07700374291923705, 0.0510123678691244, 0.049950706352052565, 0.06689031714950891, 0.0635294484302694, 0.05966428977576186, 0.0656065071942824, 0.07086843801322931, 0.04674248549356105, 0.06454930606559361, 0.06817159381822395, 0.05820514223163543, 0.052953249700293394, 0.04376687688159163, 0.06576165012064664, 0.06212709129553417, 0.07272739071150842, 0.06467090174606431, 0.07298478498340046, 0.053850241537360566, 0.050546923934484414, 0.07028100792880795, 0.05411379303415115, 0.04496408702158413, 0.044020451135034395, 0.048444611659330325, 0.06026390338428409, 0.04736015274141916, 0.05393873264376016, 0.0473054581889197, 0.045163364960862255, 0.05215478280646746, 0.0677948130962079, 0.04542043361870402, 0.0534920000968633, 0.043851942693810604, 0.05708944699636007, 0.061907171420088426, 0.05689813268766634, 0.04560203631963625, 0.08483481277382629, 0.04375990942190559, 0.053971078576563594, 0.044067236054164315, 0.06590542082759968]","[0.06021541830148185, 0.0518914791289988, 0.05637441081536469, 0.07565957082168936, 0.058825575062952815, 0.053739240032434604, 0.04963558204520831, 0.041098149258403, 0.053809582181921584, 0.041240655036246514, 0.05497524364870905, 0.0566544849253158, 0.07533247715566263, 0.03455121378166147, 0.05557426985326969, 0.06737564801700613, 0.0549472685507463, 0.04205082131215231, 0.03787805069044845, 0.077003742919236, 0.051012367869123665, 0.049950610643536036, 0.0668903171495068, 0.06352944843026642, 0.0596642897744737, 0.06560650719428017, 0.0708684380132272, 0.0467424854935587, 0.0645488522781916, 0.06817159381822169, 0.05820514222883176, 0.05295190718662538, 0.04376216009072082, 0.0657595025903619, 0.062127091295530575, 0.07272739071129422, 0.06467090174606138, 0.07298478498339646, 0.053849642175538046, 0.05054692393448255, 0.0702810078768998, 0.054113793034150155, 0.04496408702158316, 0.04401937112520268, 0.04844083163771958, 0.06026314503554734, 0.047360149300398724, 0.05393781723553388, 0.04729751828749876, 0.04516325537407106, 0.052154782450087596, 0.06779481309620636, 0.04542043346511224, 0.05349200009686214, 0.043851812893611494, 0.05708944699635936, 0.06190690860714788, 0.056897260834719264, 0.04560203631813647, 0.08483480819094734, 0.04375990942190128, 0.053961723591689714, 0.04406294608740616, 0.06590540534055982]","[1.5918281790761046e-06, 1.812365253706094e-08, 3.7470027081099033e-16, 4.801011116439824e-10, 1.0304257447302234e-14, 8.604228440844963e-16, 7.632783294297951e-16, 9.21235661408698e-06, 3.5864722742473543e-06, 5.24712167285224e-07, 3.05064445926817e-11, 5.155598170603071e-14, 9.490852000137995e-08, 7.171108304393492e-09, 1.0328258244554633e-06, 2.8985309985518626e-10, 5.449473473861932e-08, 3.076454323930333e-08, 1.2722461972813903e-12, 1.0408340855860843e-15, 7.355227538141662e-16, 9.570851652873635e-08, 2.1094237467877974e-15, 2.9837243786801082e-15, 1.2881570810030496e-12, 2.2343238370581275e-15, 2.1094237467877974e-15, 2.3522850334245504e-15, 4.537874020160704e-07, 2.2620794126737565e-15, 2.8036670207676195e-12, 1.3425136680123018e-06, 4.716790870808174e-06, 2.147530284740684e-06, 3.594347042223944e-15, 2.1420365481361614e-13, 2.9282132274488504e-15, 3.9968028886505635e-15, 5.993618225202946e-07, 1.8665624601510444e-15, 5.1908158327229614e-11, 9.922618282587337e-16, 9.71445146547012e-16, 1.0800098317123585e-06, 3.780021610742812e-06, 7.583487367512909e-07, 3.4410204338697348e-09, 9.154082262763374e-07, 7.939901420943307e-06, 1.0958679119710268e-07, 3.563798631200932e-10, 1.5404344466674047e-15, 1.5359178512364124e-10, 1.1587952819525071e-15, 1.2980019910985297e-07, 7.147060721024445e-16, 2.628129405490842e-07, 8.718529470735925e-07, 1.4997794672844122e-12, 4.5828789513313595e-09, 4.315992008230296e-15, 9.354984873879979e-06, 4.289966758157238e-06, 1.5487039858874674e-08]","[1.5918281790761046e-06, 1.812365253706094e-08, 3.7470027081099033e-16, 4.801011116439824e-10, 1.0304257447302234e-14, 8.604228440844963e-16, 7.632783294297951e-16, 9.21235661408698e-06, 3.5864722742473543e-06, 5.24712167285224e-07, 3.05064445926817e-11, 5.155598170603071e-14, 9.490852000137995e-08, 7.171108304393492e-09, 1.0328258244554633e-06, 2.8985309985518626e-10, 5.449473473861932e-08, 3.076454323930333e-08, 1.2722461972813903e-12, 1.0408340855860843e-15, 7.355227538141662e-16, 9.570851652873635e-08, 2.1094237467877974e-15, 2.9837243786801082e-15, 1.2881570810030496e-12, 2.2343238370581275e-15, 2.1094237467877974e-15, 2.3522850334245504e-15, 4.537874020160704e-07, 2.2620794126737565e-15, 2.8036670207676195e-12, 1.3425136680123018e-06, 4.716790870808174e-06, 2.147530284740684e-06, 3.594347042223944e-15, 2.1420365481361614e-13, 2.9282132274488504e-15, 3.9968028886505635e-15, 5.993618225202946e-07, 1.8665624601510444e-15, 5.1908158327229614e-11, 9.922618282587337e-16, 9.71445146547012e-16, 1.0800098317123585e-06, 3.780021610742812e-06, 7.583487367512909e-07, 3.4410204338697348e-09, 9.154082262763374e-07, 7.939901420943307e-06, 1.0958679119710268e-07, 3.563798631200932e-10, 1.5404344466674047e-15, 1.5359178512364124e-10, 1.1587952819525071e-15, 1.2980019910985297e-07, 7.147060721024445e-16, 2.628129405490842e-07, 8.718529470735925e-07, 1.4997794672844122e-12, 4.5828789513313595e-09, 4.315992008230296e-15, 9.354984873879979e-06, 4.289966758157238e-06, 1.5487039858874674e-08]",9.354984873879979e-06,6.892242288281114e-07,"[1.5918278200507952e-06, 1.8123652522315792e-08, 3.877106968808164e-16, 4.801011467721328e-10, 1.0263491445616779e-14, 8.439429710627167e-16, 7.537373503119227e-16, 9.212356153159677e-06, 3.5864722090369304e-06, 5.247121637420513e-07, 3.050646714408689e-11, 5.147705178787376e-14, 9.490851956769908e-08, 7.171108297454598e-09, 1.0328258228187517e-06, 2.898531241413149e-10, 5.449473461371923e-08, 3.0764543235833886e-08, 1.2722791570274339e-12, 1.0755285551056204e-15, 7.251144129583054e-16, 9.570851644200018e-08, 2.1614654510671016e-15, 3.0062757838678067e-15, 1.288196979642997e-12, 2.2239154962022667e-15, 2.112893193739751e-15, 2.366162821232365e-15, 4.537873985587665e-07, 2.3245294578089215e-15, 2.8036826332789033e-12, 1.3425136527996442e-06, 4.716790828239795e-06, 2.147529899652889e-06, 3.590877595271991e-15, 2.1423487983618372e-13, 2.9802549317281546e-15, 4.010680676458378e-15, 5.993617730633283e-07, 1.8457457784393227e-15, 5.190810975497229e-11, 1.033895191682177e-15, 9.645062526431047e-16, 1.0800098196091928e-06, 3.7800214585121533e-06, 7.583487248979254e-07, 3.441020439073905e-09, 9.15408192591477e-07, 7.93989995714027e-06, 1.0958679097158863e-07, 3.563798752631575e-10, 1.5439038936193583e-15, 1.5359179726670558e-10, 1.1492543028346347e-15, 1.2980019895893202e-07, 7.320533068622126e-16, 2.6281293992545113e-07, 8.718529128717845e-07, 1.499805488136552e-12, 4.5828789443924656e-09, 4.3021142204224816e-15, 9.3549845783256e-06, 4.28996656018539e-06, 1.5487039812904502e-08]",1.528062153700882e-05,0.0,0.0,0.9999935687842033,True,500.0,0.9800000000000001,1e-05,banded ADMM with dual certificate,0.17057489799844916,49.0,49.0,64.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,edmd_weak,EDMD + weak,8,0.05,3,c3bf47ca1eb3d386169a9195bb29bdc720b7d74a2b924eb708f123b1c3ccfd24,49,0.04,1.92,8,5,0.9979653300838327,1.0,0.002038818238301276,0.01,1,0.03650579663115685,0.03629278619200136,112,8,0.03589379504853646,241,ok,0.10967320400231984,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,linear_weak,Linear q5 + weak,8,0.05,3,c3bf47ca1eb3d386169a9195bb29bdc720b7d74a2b924eb708f123b1c3ccfd24,49,0.04,1.92,0,5,0.9980423881350305,1.0,0.001961451625944982,0.01,1,0.037615817577395655,0.037474966299823664,112,8,0.04076255709360927,241,ok,0.05907869500151719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,pod_tv_weak,POD + TV states + weak,8,0.05,3,c3bf47ca1eb3d386169a9195bb29bdc720b7d74a2b924eb708f123b1c3ccfd24,49,0.04,1.92,8,1,0.9978082081280282,1.0,0.0021966063759725394,0.01,1,0.03425025320730698,0.03401156265440578,112,8,0.020137669776867612,49,ok,0.9365888829997857,0.1,0.003016702024893563,0.0,0.0,0.0,3.0,64.0,"[0.0765857497361139, 0.08062062529896442, 0.08238335456613999, 0.08216927653165304, 0.09831490599384077, 0.14191399201525595, 0.2088879551841878, 0.17403851307670654]","[0.07657941040820665, 0.08062062529890643, 0.08238335456302562, 0.08216927590431555, 0.09831490392363249, 0.1419139867554994, 0.20888378862144333, 0.1740385130767061]","[6.339327907251002e-06, 5.799527524885661e-14, 3.1143698731028735e-12, 6.273374875132021e-10, 2.070208282578534e-09, 5.259756546971417e-09, 4.166562744462032e-06, 4.440892098500626e-16]","[6.339327907251002e-06, 5.799527524885661e-14, 3.1143698731028735e-12, 6.273374875132021e-10, 2.070208282578534e-09, 5.259756546971417e-09, 4.166562744462032e-06, 4.440892098500626e-16]",6.339327907251002e-06,1.33757544643065e-06,"[6.339318496709212e-06, 5.79813974610488e-14, 3.1143490564211618e-12, 6.273374320020508e-10, 2.0702082478840644e-09, 5.25975658860478e-09, 4.166562701357623e-06, 4.2327252813834093e-16]",9.213140464647829e-06,0.0,0.0,0.9999849423500804,True,175.0,0.9800000000000001,1e-05,banded ADMM with dual certificate,0.014517687999614282,49.0,49.0,8.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,pod_weak,POD only + weak,8,0.05,3,c3bf47ca1eb3d386169a9195bb29bdc720b7d74a2b924eb708f123b1c3ccfd24,49,0.04,1.92,8,1,0.9979620898943742,1.0,0.0020420716641065015,0.01,1,0.03630516935092872,0.03608736202430864,112,8,0.02923619525096358,49,ok,0.04245612299928325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,raw_weak,Raw + weak,8,0.05,3,c3bf47ca1eb3d386169a9195bb29bdc720b7d74a2b924eb708f123b1c3ccfd24,49,0.04,1.92,0,1,0.9980793169268307,1.0,0.0019243791957167745,0.01,1,0.03763923407738825,0.03751127976611997,112,8,0.04922803218189379,49,ok,0.05351982000138378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
